Domain,Area,Item,Year,Unit,Value,Flag Description
Producer Prices - Annual,Mexico,"Meat, pig",2002,USD,2103.4,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2003,USD,1979.8,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2004,USD,2191.2,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2005,USD,2450,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2006,USD,2396.5,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2007,USD,2349.9,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2008,USD,2489,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2009,USD,2138,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2010,USD,2414.8,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2011,USD,2527.2,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2012,USD,2482.2,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2013,USD,2767.5,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2014,USD,2857.8,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2015,USD,2580.2,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2016,USD,2215,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2017,USD,2279,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2018,USD,2320.6,Official data
Producer Prices - Annual,Mongolia,"Meat, cattle",2003,USD,521.6,Calculated data
Producer Prices - Annual,Mongolia,"Meat, cattle",2004,USD,627.7,Calculated data
Producer Prices - Annual,Mongolia,"Meat, cattle",2005,USD,904.4,Calculated data
Producer Prices - Annual,Mongolia,"Meat, cattle",2006,USD,1291.9,Calculated data
Producer Prices - Annual,Mongolia,"Meat, cattle",2007,USD,2247.8,Calculated data
Producer Prices - Annual,Mongolia,"Meat, cattle",2008,USD,3081.1,Calculated data
Producer Prices - Annual,Mongolia,"Meat, cattle",2009,USD,2231.2,Calculated data
Producer Prices - Annual,Mongolia,"Meat, cattle",2010,USD,2536.6,Calculated data
Producer Prices - Annual,Mongolia,"Meat, cattle",2011,USD,3178.6,Calculated data
Producer Prices - Annual,Mongolia,"Meat, cattle",2012,USD,4161.3,Calculated data
Producer Prices - Annual,Mongolia,"Meat, cattle",2013,USD,4439.3,Calculated data
Producer Prices - Annual,Mongolia,"Meat, cattle",2014,USD,2925.3,Calculated data
Producer Prices - Annual,Mongolia,"Meat, cattle",2015,USD,2694.2,Calculated data
Producer Prices - Annual,Mongolia,"Meat, goat",2003,USD,503.5,Calculated data
Producer Prices - Annual,Mongolia,"Meat, goat",2004,USD,657.7,Calculated data
Producer Prices - Annual,Mongolia,"Meat, goat",2005,USD,956,Calculated data
Producer Prices - Annual,Mongolia,"Meat, goat",2006,USD,1019.1,Calculated data
Producer Prices - Annual,Mongolia,"Meat, goat",2007,USD,1544.8,Calculated data
Producer Prices - Annual,Mongolia,"Meat, goat",2008,USD,1715.6,Calculated data
Producer Prices - Annual,Mongolia,"Meat, goat",2009,USD,1677.1,Calculated data
Producer Prices - Annual,Mongolia,"Meat, goat",2010,USD,2283.3,Calculated data
Producer Prices - Annual,Mongolia,"Meat, goat",2011,USD,3195.6,Calculated data
Producer Prices - Annual,Mongolia,"Meat, goat",2012,USD,2080.2,Calculated data
Producer Prices - Annual,Mongolia,"Meat, goat",2013,USD,2784.3,Calculated data
Producer Prices - Annual,Mongolia,"Meat, goat",2014,USD,2181.1,Calculated data
Producer Prices - Annual,Mongolia,"Meat, goat",2015,USD,1420.4,Calculated data
Producer Prices - Annual,Mongolia,"Meat, pig",2003,USD,1294,Calculated data
Producer Prices - Annual,Mongolia,"Meat, pig",2004,USD,1701.2,Calculated data
Producer Prices - Annual,Mongolia,"Meat, pig",2005,USD,2029.4,Calculated data
Producer Prices - Annual,Mongolia,"Meat, pig",2006,USD,2433.2,Calculated data
Producer Prices - Annual,Mongolia,"Meat, pig",2007,USD,2877.8,Calculated data
Producer Prices - Annual,Mongolia,"Meat, pig",2008,USD,2953,Calculated data
Producer Prices - Annual,Mongolia,"Meat, pig",2009,USD,2434.3,Calculated data
Producer Prices - Annual,Mongolia,"Meat, pig",2010,USD,2234.4,Calculated data
Producer Prices - Annual,Mongolia,"Meat, pig",2011,USD,2988.8,Calculated data
Producer Prices - Annual,Mongolia,"Meat, pig",2015,USD,2625.5,Calculated data
Producer Prices - Annual,Morocco,"Meat, cattle",1991,USD,4249.7,Official data
Producer Prices - Annual,Morocco,"Meat, cattle",1992,USD,4567.9,Official data
Producer Prices - Annual,Morocco,"Meat, cattle",1993,USD,4377,Official data
Producer Prices - Annual,Morocco,"Meat, cattle",1994,USD,5639.6,Official data
Producer Prices - Annual,Morocco,"Meat, cattle",1995,USD,5854.6,Official data
Producer Prices - Annual,Morocco,"Meat, cattle",1996,USD,6539.8,Official data
Producer Prices - Annual,Morocco,"Meat, cattle",1997,USD,5353.1,Official data
Producer Prices - Annual,Morocco,"Meat, cattle",1998,USD,5601.6,Official data
Producer Prices - Annual,Morocco,"Meat, cattle",1999,USD,5487.3,Official data
Producer Prices - Annual,Morocco,"Meat, cattle",2000,USD,4442.1,Official data
Producer Prices - Annual,Morocco,"Meat, cattle",2001,USD,4273.2,Official data
Producer Prices - Annual,Morocco,"Meat, cattle",2002,USD,4890.8,Official data
Producer Prices - Annual,Morocco,"Meat, cattle",2003,USD,5995.2,Official data
Producer Prices - Annual,Morocco,"Meat, cattle",2004,USD,6765.9,Official data
Producer Prices - Annual,Morocco,"Meat, cattle",2005,USD,6063.2,Official data
Producer Prices - Annual,Morocco,"Meat, cattle",2006,USD,6868.2,Official data
Producer Prices - Annual,Morocco,"Meat, chicken",1991,USD,1642.4,Official data
Producer Prices - Annual,Morocco,"Meat, chicken",1992,USD,1698.3,Official data
Producer Prices - Annual,Morocco,"Meat, chicken",1993,USD,1597,Official data
Producer Prices - Annual,Morocco,"Meat, chicken",1994,USD,1760.4,Official data
Producer Prices - Annual,Morocco,"Meat, chicken",1995,USD,1651,Official data
Producer Prices - Annual,Morocco,"Meat, chicken",1996,USD,1721,Official data
Producer Prices - Annual,Morocco,"Meat, chicken",1997,USD,1532.5,Official data
Producer Prices - Annual,Morocco,"Meat, chicken",1998,USD,1343.1,Official data
Producer Prices - Annual,Morocco,"Meat, chicken",1999,USD,1880.9,Calculated data
Producer Prices - Annual,Morocco,"Meat, chicken",2000,USD,1643.8,Calculated data
Producer Prices - Annual,Morocco,"Meat, chicken",2001,USD,1618.2,Calculated data
Producer Prices - Annual,Morocco,"Meat, chicken",2002,USD,1673.3,Calculated data
Producer Prices - Annual,Morocco,"Meat, chicken",2003,USD,1926.1,Calculated data
Producer Prices - Annual,Morocco,"Meat, chicken",2004,USD,1893.5,Calculated data
Producer Prices - Annual,Morocco,"Meat, chicken",2005,USD,1630.3,Calculated data
Producer Prices - Annual,Morocco,"Meat, chicken",2006,USD,1858,Calculated data
Producer Prices - Annual,Mozambique,"Meat, cattle",1993,USD,1100.3,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",1994,USD,1021.1,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",1995,USD,886.5,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",1996,USD,1100.7,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",1997,USD,4901.4,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",1998,USD,4816.2,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",1999,USD,4303.7,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",2000,USD,4091.3,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",2001,USD,3204.3,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",2002,USD,3092.7,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",2003,USD,3592.2,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",2004,USD,4480.7,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",2005,USD,4644.6,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",2006,USD,5027.4,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",2007,USD,5506.1,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",2013,USD,5298.3,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",2014,USD,5246.8,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",2015,USD,4160.3,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",2016,USD,2733.6,Official data
Producer Prices - Annual,Mozambique,"Meat, cattle",2017,USD,3444.1,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",1993,USD,995.6,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",1994,USD,923.9,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",1995,USD,797.8,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",1996,USD,995.9,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",1997,USD,3224.3,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",1998,USD,3045.2,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",1999,USD,2784.3,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",2000,USD,2410.8,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",2001,USD,1899.2,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",2002,USD,1886.6,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",2003,USD,2324.8,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",2004,USD,2937.8,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",2005,USD,2655.6,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",2006,USD,3049.5,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",2007,USD,3097.5,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",2013,USD,4826.3,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",2014,USD,4678.7,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",2015,USD,3769.2,Official data
Producer Prices - Annual,Mozambique,"Meat, chicken",2016,USD,2885.8,Official data
Producer Prices - Annual,Mozambique,"Meat, goat",1997,USD,5775.5,Official data
Producer Prices - Annual,Mozambique,"Meat, goat",1998,USD,5639.8,Official data
Producer Prices - Annual,Mozambique,"Meat, goat",1999,USD,5218.7,Official data
Producer Prices - Annual,Mozambique,"Meat, goat",2000,USD,4293.6,Official data
Producer Prices - Annual,Mozambique,"Meat, goat",2001,USD,3834.1,Official data
Producer Prices - Annual,Mozambique,"Meat, goat",2002,USD,3566.2,Official data
Producer Prices - Annual,Mozambique,"Meat, goat",2003,USD,3712.4,Official data
Producer Prices - Annual,Mozambique,"Meat, goat",2004,USD,4075.9,Official data
Producer Prices - Annual,Mozambique,"Meat, goat",2005,USD,4054.9,Official data
Producer Prices - Annual,Mozambique,"Meat, goat",2006,USD,4206.2,Official data
Producer Prices - Annual,Mozambique,"Meat, goat",2007,USD,4616.8,Official data
Producer Prices - Annual,Mozambique,"Meat, goat",2013,USD,4393.1,Official data
Producer Prices - Annual,Mozambique,"Meat, goat",2014,USD,4284.2,Official data
Producer Prices - Annual,Mozambique,"Meat, goat",2015,USD,3614.3,Official data
Producer Prices - Annual,Mozambique,"Meat, goat",2016,USD,2555.7,Official data
Producer Prices - Annual,Mozambique,"Meat, goat",2017,USD,3003.8,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",1993,USD,1100.3,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",1994,USD,1021.1,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",1995,USD,886.5,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",1996,USD,1100.7,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",1997,USD,6205.2,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",1998,USD,6048.2,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",1999,USD,5361.2,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",2000,USD,4784.2,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",2001,USD,4615.6,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",2002,USD,4487.3,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",2003,USD,5756.4,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",2004,USD,6605.9,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",2005,USD,6712.2,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",2006,USD,6689.6,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",2007,USD,7247.6,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",2013,USD,4143.6,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",2014,USD,3793.6,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",2015,USD,3489,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",2016,USD,2453.8,Official data
Producer Prices - Annual,Mozambique,"Meat, pig",2017,USD,2787.1,Official data
Producer Prices - Annual,Namibia,"Meat, cattle",1991,USD,1838.3,Official data
Producer Prices - Annual,Namibia,"Meat, cattle",1992,USD,1382.5,Official data
Producer Prices - Annual,Namibia,"Meat, cattle",1993,USD,1678.5,Official data
Producer Prices - Annual,Namibia,"Meat, cattle",1994,USD,1855.9,Official data
Producer Prices - Annual,Namibia,"Meat, cattle",1995,USD,2106.4,Official data
Producer Prices - Annual,Namibia,"Meat, cattle",1999,USD,1358.5,Official data
Producer Prices - Annual,Namibia,"Meat, cattle",2000,USD,1305.5,Official data
Producer Prices - Annual,Namibia,"Meat, cattle",2001,USD,1145.3,Official data
Producer Prices - Annual,Namibia,"Meat, cattle",2002,USD,1225.7,Official data
Producer Prices - Annual,Namibia,"Meat, cattle",2003,USD,1435.6,Official data
Producer Prices - Annual,Namibia,"Meat, cattle",2007,USD,2134.5,Calculated data based on estimated data
Producer Prices - Annual,Namibia,"Meat, cattle",2016,USD,2004.2,Official data
Producer Prices - Annual,Namibia,"Meat, cattle",2017,USD,2651.6,Official data
Producer Prices - Annual,Namibia,"Meat, cattle",2018,USD,3083.7,Official data
Producer Prices - Annual,Namibia,"Meat, chicken",1991,USD,1518.1,Official data
Producer Prices - Annual,Namibia,"Meat, chicken",1992,USD,1767.2,Official data
Producer Prices - Annual,Namibia,"Meat, chicken",1993,USD,1697.2,Official data
Producer Prices - Annual,Namibia,"Meat, chicken",1994,USD,1902.4,Official data
Producer Prices - Annual,Namibia,"Meat, chicken",1995,USD,1874.8,Official data
Producer Prices - Annual,Namibia,"Meat, chicken",2007,USD,1792.1,Calculated data based on estimated data
Producer Prices - Annual,Namibia,"Meat, goat",1991,USD,2414.1,Official data
Producer Prices - Annual,Namibia,"Meat, goat",1992,USD,2405.3,Official data
Producer Prices - Annual,Namibia,"Meat, goat",1993,USD,2708.3,Official data
Producer Prices - Annual,Namibia,"Meat, goat",1994,USD,1774.2,Official data
Producer Prices - Annual,Namibia,"Meat, goat",1995,USD,1725.9,Official data
Producer Prices - Annual,Namibia,"Meat, goat",1999,USD,1757.9,Official data
Producer Prices - Annual,Namibia,"Meat, goat",2000,USD,1707.5,Official data
Producer Prices - Annual,Namibia,"Meat, goat",2001,USD,1356.7,Official data
Producer Prices - Annual,Namibia,"Meat, goat",2002,USD,1345.3,Official data
Producer Prices - Annual,Namibia,"Meat, goat",2003,USD,1788.6,Official data
Producer Prices - Annual,Namibia,"Meat, goat",2007,USD,2430.2,Calculated data based on estimated data
Producer Prices - Annual,Namibia,"Meat, pig",1992,USD,2103.8,Official data
Producer Prices - Annual,Namibia,"Meat, pig",1993,USD,1590.1,Official data
Producer Prices - Annual,Namibia,"Meat, pig",1994,USD,1915.1,Official data
Producer Prices - Annual,Namibia,"Meat, pig",1995,USD,1874.8,Official data
Producer Prices - Annual,Namibia,"Meat, pig",2007,USD,1755.6,Calculated data based on estimated data
Producer Prices - Annual,Namibia,"Meat, pig",2016,USD,2230.6,Official data
Producer Prices - Annual,Namibia,"Meat, pig",2017,USD,2820.6,Official data
Producer Prices - Annual,Namibia,"Meat, pig",2018,USD,2600.9,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",1997,USD,1956.2,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",1998,USD,1907.5,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",1999,USD,1880.7,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2000,USD,1904.6,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2001,USD,1856.6,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2002,USD,1710.8,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2003,USD,1774.3,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2004,USD,1843.7,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2005,USD,2000.1,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2006,USD,2018.9,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2007,USD,2360.1,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2008,USD,1775,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2009,USD,2191.5,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2010,USD,2456.9,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2011,USD,2640.9,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2012,USD,2582.3,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2013,USD,2688.4,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2014,USD,2526.9,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2015,USD,2470.7,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2016,USD,2502.1,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2017,USD,2572.3,Official data
Producer Prices - Annual,Nepal,"Meat, chicken",2018,USD,2133.4,Official data
Producer Prices - Annual,Nepal,"Meat, goat",1991,USD,2233.4,Calculated data
Producer Prices - Annual,Nepal,"Meat, goat",1992,USD,2900.7,Calculated data
Producer Prices - Annual,Nepal,"Meat, goat",1993,USD,2865.3,Calculated data
Producer Prices - Annual,Nepal,"Meat, goat",1994,USD,3178.1,Calculated data
Producer Prices - Annual,Nepal,"Meat, goat",1995,USD,3062.9,Calculated data
Producer Prices - Annual,Nepal,"Meat, goat",1996,USD,2501.8,Calculated data
Producer Prices - Annual,Nepal,"Meat, goat",1997,USD,2073.8,Official data
